"","Place","Name","Grade","School","Prelims_Time","Finals_Time","Points","Exhibition","DQ","Event","State","Division"
"204",12,"Mia Lachey","SR","New Albany","5:01.08","5:02.38",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"205",13,"Erin Reardon","SR","Upper Arlington","5:01.44","5:02.94",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"206",14,"Tara Witkowski","SR","Liberty Twp Lakota East","5:01.97","5:03.28",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"207",15,"Molly Pressler","JR","Cincinnati Seton","5:04.84","5:03.86",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"208",16,"Esme Wright","SR","Cincinnati Walnut Hills","5:03.62","5:03.94",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"209",1,"Jacob McDonald","SR","Liberty Twp Lakota East","4:21.05","4:22.75",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"210",2,"Kellen Roddy","SR","Cincinnati St Xavier","4:27.37","4:26.66",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"211",3,"Nate Holty","SR","Beavercreek","4:34.32","4:31.74",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"212",4,"Alex Craft","JR","Cincinnati Walnut Hills","4:33.44","4:31.99",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"213",5,"Caleb Tuckerman","SR","Hudson","4:32.69","4:33.32",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"214",6,"Ethan Shaw","SR","Dublin Coffman","4:32.51","4:33.76",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"215",7,"Erik Menchhofer","JR","Cincinnati Sycamore","4:33.46","4:34.63",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"216",8,"Jacob Ortwein","SR","West Chester Lakota West","4:33.20","4:37.77",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"217",9,"Adam Lamping","JR","Cincinnati St Xavier","4:35.50","4:34.12",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"218",10,"Justin Dostal","FR","Cincinnati Anderson","4:36.49","4:34.80",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"219",11,"Kyle Seilkop","SR","Cincinnati St Xavier","4:36.30","4:35.37",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"220",12,"Carson Smith","SO","Dublin Jerome","4:38.71","4:36.34",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"221",13,"Spencer Aurnou-Rhees","SO","Columbus St Charles","4:38.71","4:39.25",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"222",14,"Jack Grandy","JR","Cincinnati Archbishop Moeller","4:39.36","4:39.66",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"223",15,"John Burnard","JR","Toledo St Francis De Sales","4:41.15","4:39.68",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"224",16,"Jay Weil","SR","Cincinnati St Xavier","4:40.43","4:40.85",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 1"
"225",1,NA,NA,"Upper Arlington","1:34.87","1:34.55",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"226",2,NA,NA,"New Albany","1:36.08","1:34.96",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"227",3,NA,NA,"Hudson","1:36.10","1:35.34",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"228",4,NA,NA,"Brecksville","1:37.11","1:35.43",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"229",5,NA,NA,"Mason","1:36.81","1:35.53",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"230",6,NA,NA,"Dublin Coffman","1:35.83","1:35.80",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"231",7,NA,NA,"North Canton Hoover","1:36.97","1:36.93",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"232",8,NA,NA,"Cincinnati Turpin","1:37.18","1:37.26",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"233",9,NA,NA,"Toledo St Ursula Academy","1:37.71","1:36.29",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"234",10,NA,NA,"Strongsville","1:37.26","1:36.46",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"235",11,NA,NA,"Dublin Jerome","1:38.26","1:37.59",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"236",12,NA,NA,"Beavercreek","1:37.93","1:38.02",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"237",13,NA,NA,"Akron Firestone","1:38.59","1:38.22",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"238",14,NA,NA,"Rocky River","1:37.83","1:38.69",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"239",15,NA,NA,"Magnificat","1:38.12","1:38.73",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"240",16,NA,NA,"Cincinnati St Ursula","1:38.50","1:38.99",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 1"
"241",1,NA,NA,"Cincinnati St Xavier","1:23.53","1:20.86",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"242",2,NA,NA,"Mason","1:23.13","1:21.11",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"243",3,NA,NA,"Powell Olentangy Liberty","1:24.54","1:22.81",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"244",4,NA,NA,"Upper Arlington","1:23.65","1:23.10",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"245",5,NA,NA,"Toledo St Francis De Sales","1:25.14","1:24.15",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"246",6,NA,NA,"Cleveland St. Ignatius","1:24.72","1:24.70",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"247",7,NA,NA,"Dublin Jerome","1:25.43","1:25.90",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"248",8,NA,NA,"Cincinnati Sycamore","1:26.32","1:25.93",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"249",9,NA,NA,"Columbus St Charles","1:26.41","1:26.18",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"250",10,NA,NA,"Brecksville","1:27.62","1:26.47",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"251",11,NA,NA,"Beavercreek","1:26.87","1:26.73",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"252",12,NA,NA,"Findlay","1:26.43","1:26.84",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"253",13,NA,NA,"Wooster","1:26.57","1:26.96",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"254",14,NA,NA,"Hudson","1:27.30","1:27.17",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"255",15,NA,NA,"Amherst Steele","1:28.14","1:28.24",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"256",16,NA,NA,"Centerville","1:28.01","1:28.71",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 1"
"257",1,"Nicola Lane","SR","Centerville","55.36","54.71",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"258",2,"Maggie Clough","SR","Springboro","55.99","55.15",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"259",3,"Carly Meeting","FR","New Albany","55.61","55.67",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"260",4,"Riley Huddleston","SO","Upper Arlington","55.44","55.73",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"261",5,"Kate Saczawa","SR","Powell Olentangy Liberty","55.96","55.80",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"262",6,"Madison Kelly","SR","Cleveland Saint Joseph Academy","56.07","55.99",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"263",7,"Gabrielle Brust","SR","Pataskala Watkins Memorial","56.04","56.21",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"264",8,"Molly Rogers","SO","Akron Firestone","56.21","57.10",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"265",9,"Abby Susec","JR","Springboro","56.97","56.72",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"266",10,"Hope Schimming","FR","New Albany","56.68","56.83",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"267",11,"Peyton Spearry","SR","Rocky River","56.39","56.86",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"268",12,"Gianna Leffler","JR","Mayfield","57.04","57.04",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"269",13,"Lauren Clippard","FR","Cincinnati Colerain","57.25","57.27",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"270",14,"Kelsey Cooper","SO","Dublin Jerome","57.51","57.73",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"271",14,"Macey Swearingen","SR","Westerville Central","57.44","57.73",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"272",16,"Hannah Routh","SO","Grove City","57.19","57.99",NA,0,0,"Girls 100 Yard Backstroke","OH"," Division 1"
"273",1,"Aaron Sequeira","SR","Cincinnati Walnut Hills","47.32","47.02",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"274",2,"Christopher O'Connor","SR","North Canton Hoover","49.20","47.79",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"275",3,"Tyler Hong","JR","Cleveland St. Ignatius","48.84","47.89",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"276",4,"Kaden Smesko","SR","Cuyahoga Falls Walsh Jesuit","48.03","48.02",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"277",5,"Scotty Buff","FR","Toledo St Francis De Sales","49.37","48.41",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"278",6,"Brandon Day","SR","Loveland","48.72","48.86",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"279",7,"James Lapsley","SR","New Albany","49.35","50.02",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"280",8,"Carl Bloebaum","SO","Mason","49.63","50.41",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"281",9,"Owen Pelzer","SR","Cincinnati Oak Hills","50.08","49.63",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"282",10,"Jonny Marshall","FR","Akron Firestone","49.76","49.88",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"283",11,"Parker Stocker","SO","Findlay","50.00","50.39",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"284",12,"Kevin Glennon","SO","Kings Mills Kings","50.66","50.59",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"285",13,"Aiden Neuman","JR","Massillon Jackson","51.43","50.60",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"286",14,"Nate Buse","SR","Cincinnati St Xavier","49.66","50.68",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"287",15,"Tristan Menninger","JR","Cincinnati St Xavier","51.44","51.12",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"288",16,"Preston Kuriger","SR","Lewis Center Olentangy","50.74","51.13",NA,0,0,"Boys 100 Yard Backstroke","OH"," Division 1"
"289",1,"Ellie Andrews","JR","Dublin Coffman","1:01.31","1:01.12",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"290",2,"Alexis Prenzlin","SR","Fremont Ross","1:02.20","1:02.30",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"291",3,"Madeline Dyer","SR","Akron Firestone","1:03.57","1:03.45",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"292",4,"Hannah Bailey","SR","Dublin Coffman","1:02.53","1:03.57",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"293",5,"Claudia Butterfield","SR","Cincinnati Ursuline","1:04.44","1:03.66",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"294",6,"Reese Lugbill","JR","Mason","1:04.44","1:03.92",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"295",7,"Maddie Gallagher","SO","Fremont Ross","1:03.61","1:04.35",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"296",8,"Maya Lewis","JR","North Canton Hoover","1:04.40","1:04.48",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"297",9,"Sydney Boals","JR","New Albany","1:05.59","1:04.62",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"298",10,"Mia Nagle","SO","Akron Firestone","1:04.56","1:04.67",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"299",11,"Paige Chaffee","JR","Notre Dame Academy","1:05.15","1:05.05",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"300",12,"Grace Rider","FR","Columbus Bishop Watterson","1:04.65","1:05.13",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"301",13,"Elyse Waldow","SR","Wadsworth","1:05.61","1:05.60",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"302",14,"Grace Butcher","12","Olentangy Berlin","1:04.70","1:05.62",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"303",15,"Ashley Lugbill","JR","Mason","1:05.26","1:05.81",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"304",16,"Ava Stallmeyer","SO","Cincinnati Walnut Hills","1:05.97","1:06.05",NA,0,0,"Girls 100 Yard Breaststroke","OH"," Division 1"
"305",1,"Pete Krusinski","SR","Brecksville","55.18","54.27",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"306",2,"Scott Sobolewski","SR","Cincinnati St Xavier","53.63","54.89",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"307",3,"Jake Meyer","SR","Upper Arlington","56.52","55.25",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"308",4,"Ansel Froass","SR","Cincinnati Sycamore","56.17","55.66",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"309",5,"Blake Fry","SR","Canal Winchester","56.36","56.11",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"310",6,"Grant Gooding","FR","Upper Arlington","56.39","56.21",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"311",7,"Noah Basista","SR","Youngstown Boardman","56.24","56.45",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"312",8,"Cameron Jones","SR","Cincinnati St Xavier","56.31","56.58",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"313",9,"Jack Van Cott","JR","St Johns Jesuit Academy","56.59","56.39",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"314",10,"Brandon Stoia","SR","Parma Normandy","57.58","57.28",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"315",11,"Sebastian Villa","SR","Centerville","57.40","57.35",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"316",12,"Ian Smith","SR","Dublin Jerome","57.27","57.69",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"317",13,"Will Elsrod","JR","Columbus St Charles","57.51","57.75",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"318",14,"Brendan Oshida","SR","Dublin Coffman","57.44","57.84",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"319",15,"Kevin Thibodeaux","SR","Cincinnati Archbishop Moeller","57.44","58.07",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"320",16,"Jake Young","JR","Kings Mills Kings","57.53","58.09",NA,0,0,"Boys 100 Yard Breaststroke","OH"," Division 1"
"321",1,NA,NA,"New Albany","3:27.98","3:25.16",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"322",2,NA,NA,"Upper Arlington","3:28.04","3:25.42",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"323",3,NA,NA,"Dublin Coffman","3:28.72","3:27.71",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"324",4,NA,NA,"Springboro","3:31.61","3:28.46",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"325",5,NA,NA,"Cincinnati Ursuline","3:31.14","3:29.85",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"326",6,NA,NA,"Mason","3:31.23","3:30.63",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"327",7,NA,NA,"Liberty Twp Lakota East","3:31.56","3:30.99",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"328",8,NA,NA,"Hudson","3:31.72","3:31.43",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"329",9,NA,NA,"Brecksville","3:33.92","3:30.94",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"330",10,NA,NA,"Centerville","3:32.68","3:31.40",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"331",11,NA,NA,"Columbus Bishop Watterson","3:32.23","3:32.00",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"332",12,NA,NA,"North Canton Hoover","3:32.24","3:32.35",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"333",13,NA,NA,"Beavercreek","3:32.98","3:33.35",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"334",14,NA,NA,"Rocky River","3:32.65","3:34.56",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"335",15,NA,NA,"Magnificat","3:36.01","3:36.10",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"336",16,NA,NA,"Cincinnati Walnut Hills","3:35.51","3:36.45",NA,0,0,"Girls 400 Yard Freestyle Relay","OH"," Division 1"
"337",1,NA,NA,"Cincinnati St Xavier","3:00.58","2:59.30",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"338",2,NA,NA,"Upper Arlington","3:05.16","3:02.91",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"339",3,NA,NA,"Beavercreek","3:05.71","3:03.69",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"340",4,NA,NA,"Cincinnati Sycamore","3:05.76","3:04.95",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"341",5,NA,NA,"Cleveland St. Ignatius","3:06.37","3:05.38",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"342",6,NA,NA,"Toledo St Francis De Sales","3:07.46","3:06.78",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"343",7,NA,NA,"Mason","3:07.50","3:07.31",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"344",8,NA,NA,"Dublin Jerome","3:07.60","3:07.62",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"345",9,NA,NA,"Kings Mills Kings","3:10.29","3:08.33",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"346",10,NA,NA,"Powell Olentangy Liberty","3:09.57","3:09.62",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"347",11,NA,NA,"New Albany","3:11.23","3:09.71",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"348",12,NA,NA,"Columbus St Charles","3:09.51","3:09.85",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"349",13,NA,NA,"Youngstown Boardman","3:11.13","3:09.90",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"350",14,NA,NA,"Liberty Twp Lakota East","3:09.14","3:10.11",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"351",15,NA,NA,"North Canton Hoover","3:08.42","3:10.42",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"352",16,NA,NA,"Dublin Coffman","3:11.14","3:11.30",NA,0,0,"Boys 400 Yard Freestyle Relay","OH"," Division 1"
"353",1,"Jake Young","JR","Kings Mills Kings","1:52.32","1:50.44",NA,0,0,"Boys 200 Yard IM Swim-off","OH"," Division 1"
"354",2,"Reno James","SR","Dublin Jerome","1:52.32","1:51.60",NA,0,0,"Boys 200 Yard IM Swim-off","OH"," Division 1"
"355",1,"Lena Morgan","JR","Worthington Christian",NA,"315.45",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"356",2,"Grace Courtney","SO","Cincinnati Wyoming",NA,"310.15",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"357",3,"Taylor Peters","SR","Bryan",NA,"284.65",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"358",4,"Mary O'Neill","SR","Chagrin Falls Kenston",NA,"296.90",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"359",5,"Kate LaMonica","JR","Chagrin Falls",NA,"306.75",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"360",6,"Lauren Melia","SO","Defiance Tinora",NA,"284.40",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"361",7,"Addison Fleischman","JR","Defiance",NA,"299.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"362",8,"Amanda Leizman","SR","Beachwood",NA,"288.90",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"363",9,"Addison Heitman","SR","Napoleon",NA,"292.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"364",10,"Vivian Niekamp","JR","New Bremen",NA,"277.55",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"365",11,"Ariana Khan","JR","Gates Mills Hawken",NA,"281.55",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"366",12,"Audrey Seeman","SR","Napoleon",NA,"267.65",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"367",13,"Peyton Thurman","SO","Richfield Revere",NA,"285.55",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"368",14,"Kenna Stimmel","SO","Castalia Margaretta",NA,"269.20",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"369",15,"Anna Parr","SO","Lexington",NA,"250.60",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"370",16,"Alaina Dackermann","JR","Port Clinton",NA,"243.60",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"371",1,"Lena Morgan","JR","Worthington Christian",NA,"188.80",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"372",2,"Grace Courtney","SO","Cincinnati Wyoming",NA,"196.60",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"373",3,"Kate LaMonica","JR","Chagrin Falls",NA,"188.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"374",4,"Addison Fleischman","JR","Defiance",NA,"191.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"375",5,"Mary O'Neill","SR","Chagrin Falls Kenston",NA,"185.35",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"376",6,"Addison Heitman","SR","Napoleon",NA,"191.75",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"377",7,"Amanda Leizman","SR","Beachwood",NA,"182.10",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"378",8,"Peyton Thurman","SO","Richfield Revere",NA,"171.75",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"379",9,"Taylor Peters","SR","Bryan",NA,"171.95",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"380",10,"Lauren Melia","SO","Defiance Tinora",NA,"192.35",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"381",11,"Ariana Khan","JR","Gates Mills Hawken",NA,"182.50",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"382",12,"Vivian Niekamp","JR","New Bremen",NA,"180.60",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"383",13,"Kenna Stimmel","SO","Castalia Margaretta",NA,"181.20",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"384",14,"Audrey Seeman","SR","Napoleon",NA,"188.15",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"385",15,"Anna Parr","SO","Lexington",NA,"159.20",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"386",16,"Alaina Dackermann","JR","Port Clinton",NA,"153.70",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"387",17,"Elli Fleischman","FR","Defiance",NA,"153.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"388",18,"Camille Huxol","SO","Cincinnati Country Day",NA,"142.85",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"389",19,"Taylor Vargo","JR","Columbus Wellington School",NA,"156.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"390",20,"Anna Gasser","FR","Castalia Margaretta",NA,"155.35",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"391",1,"Grace Courtney","SO","Cincinnati Wyoming",NA,"196.60",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"392",2,"Lauren Melia","SO","Defiance Tinora",NA,"192.35",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"393",3,"Addison Heitman","SR","Napoleon",NA,"191.75",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"394",4,"Addison Fleischman","JR","Defiance",NA,"191.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"395",5,"Lena Morgan","JR","Worthington Christian",NA,"188.80",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"396",6,"Kate LaMonica","JR","Chagrin Falls",NA,"188.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"397",7,"Audrey Seeman","SR","Napoleon",NA,"188.15",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"398",8,"Mary O'Neill","SR","Chagrin Falls Kenston",NA,"185.35",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"399",9,"Ariana Khan","JR","Gates Mills Hawken",NA,"182.50",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"400",10,"Amanda Leizman","SR","Beachwood",NA,"182.10",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"401",11,"Kenna Stimmel","SO","Castalia Margaretta",NA,"181.20",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"402",12,"Vivian Niekamp","JR","New Bremen",NA,"180.60",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"403",13,"Taylor Peters","SR","Bryan",NA,"171.95",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"404",14,"Peyton Thurman","SO","Richfield Revere",NA,"171.75",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"405",15,"Anna Parr","SO","Lexington",NA,"159.20",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"406",16,"Taylor Vargo","JR","Columbus Wellington School",NA,"156.25",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
"407",17,"Anna Gasser","FR","Castalia Margaretta",NA,"155.35",NA,0,0,"Girls 1 mtr Diving","OH"," Division 2"
